id,Churn,genero,tiene +60,posee_pareja,posee_dependientes,tiempo_contrato,servicio_telefono,multiples_lineas,tipo_internet,seguridad_online,backup_online,proteccion_dispositivo,soporte_tecnico,streaming_tv,streaming_peliculas,tipo_contrato,factura_digital,metodo_pago,valor_mensal,total_cobrado
0247-SLUJI,No,Masculino,0,Sí,Sí,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.7,19.7
0248-IPDFW,No,Femenino,0,No,No,1,Sí,Sí,DSL,No,No,No,No,No,No,Mensual,Yes,Cheque electrónico,50.1,50.1
0248-PGHBZ,No,Femenino,1,No,No,67,Sí,No,Fiber optic,Sí,Sí,No,Sí,Sí,No,Bienal,Yes,Transferencia bancaria (automática),92.45,6140.85
0253-ZTEOB,No,Femenino,0,Sí,Sí,48,Sí,Sí,DSL,No,Sí,No,Sí,Sí,Sí,Bienal,No,Cheque electrónico,79.65,3870.3
0254-FNMCI,No,Femenino,0,No,No,72,Sí,No,Fiber optic,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Cheque electrónico,109.9,7624.2
0254-KCJGT,No,Masculino,0,Sí,No,52,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,Sí,Anual,Yes,Tarjeta de crédito (automático),81.4,4354.45
0254-WWRKD,No,Femenino,0,Sí,Sí,67,Sí,No,DSL,No,Sí,No,No,No,No,Anual,No,Tarjeta de crédito (automático),50.55,3431.75
0256-LTHVJ,Sí,Femenino,0,Sí,Sí,28,Sí,No,Fiber optic,No,No,No,No,No,Sí,Mensual,Yes,Cheque electrónico,81.05,2227.1
0257-KXZGU,No,Femenino,0,Sí,Sí,32,Sí,Sí,DSL,No,Sí,Sí,No,No,No,Mensual,No,Transferencia bancaria (automática),62.45,2045.55
0257-ZESQC,Sí,Femenino,1,Sí,No,27,Sí,No,Fiber optic,Sí,No,No,No,No,No,Mensual,Yes,Transferencia bancaria (automática),75.2,1929.35
0258-NOKBL,No,Masculino,0,No,No,3,Sí,No,Fiber optic,No,Sí,Sí,No,No,Sí,Mensual,No,Cheque electrónico,90.4,268.45
0259-GBZSH,Sí,Masculino,0,No,No,2,Sí,Sí,Fiber optic,No,No,No,No,Sí,No,Mensual,Yes,Cheque electrónico,85.65,181.5
0260-ZDLGK,Sí,Femenino,0,No,Sí,9,Sí,No,DSL,No,No,Sí,Sí,Sí,Sí,Mensual,Yes,Cheque enviado por correo,72.9,651.4
0263-FJTQO,No,Masculino,0,Sí,Sí,50,Sí,Sí,DSL,Sí,No,No,Sí,Sí,No,Bienal,Yes,Tarjeta de crédito (automático),70.5,3486.65
0264-CNITK,No,Femenino,0,Sí,Sí,71,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Transferencia bancaria (automática),20.1,1389.6
0265-EDXBD,Sí,Masculino,1,Sí,No,32,Sí,Sí,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque electrónico,74.9,2303.35
0265-PSUAE,No,Femenino,0,Sí,Sí,16,Sí,No,Fiber optic,Sí,No,Sí,No,Sí,Sí,Mensual,No,Transferencia bancaria (automática),100.7,1522.7
0266-CLZKZ,No,Femenino,0,Sí,Sí,67,Sí,Sí,Fiber optic,No,No,Sí,Sí,Sí,Sí,Bienal,Yes,Transferencia bancaria (automática),105.65,6717.9
0266-GMEAO,No,Masculino,0,Sí,Sí,72,Sí,Sí,Fiber optic,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Tarjeta de crédito (automático),114.3,8058.55
0268-QKIWO,Sí,Femenino,0,No,No,3,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque electrónico,19.75,58.85
0269-XFESX,No,Masculino,0,Sí,Sí,23,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque enviado por correo,24.35,538.5
0270-THENM,No,Masculino,0,Sí,Sí,72,Sí,Sí,DSL,Sí,Sí,Sí,Sí,No,No,Bienal,No,Transferencia bancaria (automática),69.85,5102.35
0274-JKUJR,No,Masculino,0,Sí,Sí,7,No,Sin servicio de teléfono,DSL,Sí,Sí,Sí,No,Sí,Sí,Mensual,No,Cheque enviado por correo,58.85,465.7
0277-BKSQP,No,Masculino,0,Sí,Sí,8,Sí,No,DSL,No,No,No,No,Sí,No,Mensual,Yes,Cheque electrónico,54.4,475.1
0277-ORXQS,No,Masculino,0,Sí,Sí,66,No,Sin servicio de teléfono,DSL,No,No,No,Sí,Sí,Sí,Bienal,No,Transferencia bancaria (automática),50.55,3364.55
0278-YXOOG,Sí,Masculino,0,No,No,5,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,21.05,113.85
0280-XJGEX,Sí,Masculino,0,No,No,49,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,Mensual,Yes,Transferencia bancaria (automática),103.7,5036.3
0281-CNTZX,No,Masculino,0,Sí,No,63,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Yes,Transferencia bancaria (automática),19.95,1234.8
0282-NVSJS,No,Femenino,1,Sí,Sí,12,No,Sin servicio de teléfono,DSL,No,No,No,Sí,No,No,Mensual,Yes,Cheque enviado por correo,29.3,355.9
0285-INHLN,No,Masculino,0,Sí,Sí,27,Sí,No,DSL,Sí,Sí,No,No,No,No,Mensual,Yes,Tarjeta de crédito (automático),54.75,1510.3
0289-IVARM,No,Femenino,0,No,No,35,Sí,No,DSL,Sí,Sí,Sí,No,No,No,Mensual,No,Cheque electrónico,60.55,1982.6
0292-WEGCH,No,Femenino,0,Sí,Sí,54,Sí,Sí,DSL,No,Sí,Sí,Sí,Sí,Sí,Mensual,Yes,Cheque electrónico,86.2,4524.05
0295-PPHDO,Sí,Masculino,0,No,No,1,Sí,Sí,Fiber optic,No,No,No,No,Sí,Sí,Mensual,Yes,Cheque electrónico,95.45,95.45
0295-QVKPB,No,Masculino,0,No,No,5,Sí,No,DSL,No,No,Sí,Sí,Sí,No,Mensual,Yes,Tarjeta de crédito (automático),63.95,318.1
0297-RBCSG,No,Masculino,0,No,No,19,Sí,No,DSL,No,Sí,No,Sí,No,Sí,Anual,Yes,Transferencia bancaria (automática),65.35,1231.85
0298-XACET,No,Masculino,0,Sí,Sí,52,No,Sin servicio de teléfono,DSL,No,Sí,Sí,Sí,Sí,No,Bienal,No,Cheque enviado por correo,50.2,2554.0
0301-FIDRB,No,Femenino,0,Sí,Sí,72,No,Sin servicio de teléfono,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Transferencia bancaria (automática),63.8,4684.3
0301-KOBTQ,No,Masculino,0,No,No,32,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Yes,Transferencia bancaria (automática),20.05,614.45
0302-JOIVN,Sí,Femenino,0,Sí,No,8,Sí,No,Fiber optic,No,Sí,Sí,No,Sí,Sí,Mensual,No,Cheque electrónico,101.15,842.9
0303-UNCIP,No,Masculino,0,No,No,41,Sí,Sí,DSL,No,No,Sí,No,No,Sí,Anual,No,Cheque enviado por correo,65.0,2531.8
0303-WMMRN,No,Masculino,0,No,No,5,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Yes,Cheque enviado por correo,19.25,86.05
0305-SQECB,No,Femenino,0,No,Sí,11,No,Sin servicio de teléfono,DSL,Sí,No,No,Sí,No,No,Anual,Yes,Cheque enviado por correo,36.05,402.6
0306-JAELE,Sí,Masculino,0,No,No,5,Sí,No,Fiber optic,No,No,No,Sí,Sí,Sí,Mensual,Yes,Cheque electrónico,96.1,453.4
0307-BCOPK,No,Femenino,0,No,No,16,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque enviado por correo,19.05,326.65
0308-GIQJT,No,Masculino,1,No,No,71,Sí,Sí,Fiber optic,No,Sí,No,Sí,Sí,Sí,Anual,No,Transferencia bancaria (automática),105.75,7382.85
0308-IVGOK,No,Femenino,0,No,No,11,No,Sin servicio de teléfono,DSL,No,Sí,Sí,Sí,No,No,Anual,Yes,Tarjeta de crédito (automático),40.4,422.6
0310-MVLET,Sí,Femenino,0,Sí,Sí,61,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,Sí,Mensual,Yes,Cheque electrónico,99.15,6010.05
0310-SUCIN,No,Femenino,0,Sí,No,71,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Anual,Yes,Transferencia bancaria (automática),84.8,6046.1
0310-VQXAM,No,Masculino,0,No,No,9,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.85,178.8
0311-QYWSS,No,Femenino,0,No,No,6,Sí,No,DSL,Sí,No,No,No,No,No,Mensual,Yes,Cheque electrónico,49.45,314.6
0311-UNPFF,Sí,Femenino,0,No,No,26,Sí,No,Fiber optic,No,No,No,No,Sí,Sí,Mensual,Yes,Transferencia bancaria (automática),88.8,2274.35
0314-TKOSI,No,Femenino,0,No,No,6,Sí,No,DSL,Sí,Sí,No,No,No,No,Mensual,No,Cheque enviado por correo,55.15,322.9
0315-LVCRK,No,Masculino,0,No,No,11,Sí,No,Fiber optic,No,No,Sí,No,No,Sí,Mensual,No,Cheque electrónico,84.8,888.75
0318-QUUOB,Sí,Masculino,0,Sí,No,1,Sí,No,Fiber optic,No,No,No,No,Sí,No,Mensual,Yes,Cheque electrónico,80.55,80.55
0318-ZOPWS,No,Femenino,0,Sí,No,49,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Yes,Transferencia bancaria (automática),20.15,973.35
0319-QZTCO,No,Femenino,0,Sí,Sí,3,Sí,No,DSL,No,Sí,No,No,Sí,No,Mensual,Yes,Tarjeta de crédito (automático),58.7,168.6
0320-DWVTU,No,Femenino,0,No,No,53,Sí,No,Fiber optic,Sí,Sí,Sí,Sí,No,Sí,Bienal,No,Cheque enviado por correo,99.5,5424.25
0320-JDNQG,Sí,Masculino,0,Sí,Sí,23,Sí,No,Fiber optic,Sí,No,No,Sí,Sí,Sí,Mensual,Yes,Cheque electrónico,99.85,2331.3
0322-CHQRU,Sí,Masculino,0,No,No,2,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,45.35,89.5
0322-YINQP,Sí,Masculino,0,No,No,1,Sí,No,DSL,Sí,No,No,No,No,No,Mensual,Yes,Cheque enviado por correo,48.55,48.55
0323-XWWTN,No,Masculino,0,No,Sí,3,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Yes,Cheque enviado por correo,26.4,121.25
0324-BRPCJ,Sí,Femenino,1,Sí,No,68,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,Sí,Mensual,Yes,Cheque electrónico,100.2,6851.65
0325-XBFAC,Sí,Masculino,0,No,No,8,Sí,No,Fiber optic,No,No,Sí,No,Sí,Sí,Mensual,Yes,Cheque electrónico,94.7,740.3
0326-VDYXE,No,Femenino,0,Sí,No,70,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Anual,Yes,Cheque electrónico,97.65,6982.5
0327-WFZSY,No,Masculino,0,Sí,Sí,39,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Anual,No,Cheque electrónico,100.0,3835.55
0328-GRPMV,Sí,Femenino,0,No,No,1,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque electrónico,70.1,70.1
0329-GTIAJ,Sí,Femenino,0,No,No,3,Sí,No,Fiber optic,No,Sí,No,Sí,Sí,Sí,Mensual,Yes,Cheque electrónico,97.9,315.3
0330-BGYZE,No,Masculino,0,Sí,No,60,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,Anual,No,Transferencia bancaria (automática),102.5,6157.6
0330-IVZHA,Sí,Femenino,0,Sí,No,5,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,No,Cheque electrónico,69.95,330.15
0334-GDDSO,Sí,Masculino,1,No,No,3,Sí,Sí,Fiber optic,No,Sí,No,No,No,No,Mensual,Yes,Cheque electrónico,81.35,233.7
0334-ZFJSR,No,Femenino,0,Sí,No,55,Sí,Sí,DSL,Sí,Sí,No,Sí,No,No,Anual,Yes,Tarjeta de crédito (automático),66.05,3462.1
0336-KXKFK,No,Masculino,0,No,No,72,No,Sin servicio de teléfono,DSL,Sí,No,Sí,Sí,Sí,Sí,Bienal,Yes,Tarjeta de crédito (automático),61.2,4390.25
0336-PIKEI,No,Masculino,1,Sí,No,72,Sí,No,DSL,Sí,Sí,Sí,Sí,Sí,No,Bienal,No,Transferencia bancaria (automática),74.4,5360.75
0337-CNPZE,Sí,Femenino,0,No,No,41,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,Mensual,Yes,Cheque electrónico,106.3,4443.45
0343-QLUZP,No,Masculino,0,No,No,60,No,Sin servicio de teléfono,DSL,Sí,Sí,Sí,No,No,No,Bienal,No,Transferencia bancaria (automática),39.6,2424.5
0345-HKJVM,Sí,Femenino,0,No,No,6,Sí,No,Fiber optic,No,No,No,No,Sí,Sí,Mensual,No,Cheque electrónico,89.3,577.6
0345-XMMUG,No,Femenino,0,Sí,No,46,Sí,Sí,Fiber optic,No,Sí,Sí,Sí,Sí,Sí,Bienal,Yes,Tarjeta de crédito (automático),108.9,4854.3
0347-UBKUZ,No,Femenino,0,No,No,15,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.9,320.45
0348-SDKOL,Sí,Femenino,0,Sí,No,58,Sí,Sí,Fiber optic,No,No,Sí,Sí,Sí,Sí,Mensual,Yes,Tarjeta de crédito (automático),102.1,5885.4
0354-VXMJC,No,Masculino,0,Sí,Sí,23,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),19.6,426.65
0354-WYROK,Sí,Femenino,1,Sí,Sí,31,Sí,No,Fiber optic,No,No,Sí,Sí,Sí,Sí,Mensual,Yes,Cheque electrónico,98.9,2911.3
0356-ERHVT,No,Masculino,0,Sí,No,11,Sí,No,DSL,No,No,No,No,No,No,Mensual,Yes,Transferencia bancaria (automática),45.9,521.9
0356-OBMAC,No,Femenino,1,No,No,56,Sí,Sí,Fiber optic,No,Sí,Sí,Sí,Sí,No,Bienal,Yes,Transferencia bancaria (automática),99.9,5706.3
0357-NVCRI,No,Femenino,0,No,Sí,25,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito (automático),20.05,471.7
0361-HJRDX,No,Femenino,0,No,No,68,No,Sin servicio de teléfono,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,No,Tarjeta de crédito (automático),64.35,4539.6
0362-RAOQO,No,Femenino,0,No,No,40,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),19.65,830.25
0362-ZBZWJ,Sí,Masculino,0,No,No,36,Sí,Sí,Fiber optic,No,No,No,No,No,Sí,Mensual,Yes,Cheque electrónico,84.9,3067.2
0363-QJVFX,Sí,Masculino,0,No,No,32,Sí,Sí,Fiber optic,Sí,Sí,No,Sí,Sí,Sí,Mensual,Yes,Tarjeta de crédito (automático),108.15,3432.9
0363-SVHYR,No,Masculino,0,Sí,Sí,71,Sí,Sí,DSL,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,No,Transferencia bancaria (automática),86.85,6263.8
0365-BZUWY,No,Masculino,0,Sí,No,17,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,Mensual,Yes,Cheque electrónico,102.55,1742.5
0365-GXEZS,No,Masculino,0,Sí,No,18,Sí,No,Fiber optic,No,No,Sí,Sí,No,No,Mensual,No,Cheque electrónico,78.2,1468.75
0365-TRTPY,No,Femenino,0,No,No,37,Sí,Sí,Fiber optic,Sí,Sí,Sí,No,No,No,Mensual,No,Transferencia bancaria (automática),91.2,3382.3
0366-NQSHS,No,Masculino,0,No,No,2,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.35,46.35
0369-ZGOVK,No,Femenino,0,Sí,Sí,28,Sí,No,Fiber optic,No,No,No,No,No,No,Anual,Yes,Transferencia bancaria (automática),70.4,1992.2
0373-AIVNJ,No,Masculino,0,No,No,9,No,Sin servicio de teléfono,DSL,Sí,Sí,Sí,No,No,No,Anual,No,Cheque enviado por correo,39.55,373.0
0374-AACSZ,No,Femenino,0,No,No,1,Sí,No,DSL,Sí,No,No,No,No,No,Mensual,No,Cheque electrónico,50.15,50.15
0374-FIUCA,No,Masculino,0,Sí,No,65,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,Yes,Tarjeta de crédito (automático),20.4,1414.45
0374-IOEGQ,No,Femenino,0,No,No,3,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electrónico,44.6,122.7
0375-HVGXO,Sí,Femenino,0,No,No,1,No,Sin servicio de teléfono,DSL,No,No,No,No,Sí,No,Mensual,Yes,Cheque electrónico,34.7,34.7
0376-OIWME,No,Masculino,0,Sí,No,36,Sí,No,Fiber optic,Sí,No,No,No,Sí,Sí,Mensual,Yes,Cheque electrónico,93.6,3366.05
0376-YMCJC,Sí,Masculino,0,No,No,23,Sí,Sí,Fiber optic,No,No,No,Sí,Sí,No,Mensual,Yes,Cheque electrónico,90.6,1943.2
0377-JBKKT,No,Masculino,0,Sí,Sí,22,Sí,No,DSL,Sí,Sí,No,Sí,No,No,Mensual,Yes,Cheque enviado por correo,57.95,1271.8
0378-CJKPV,No,Femenino,0,Sí,No,72,Sí,Sí,Fiber optic,Sí,Sí,Sí,Sí,Sí,Sí,Bienal,No,Tarjeta de crédito (automático),112.1,7965.95
0378-NHQXU,Sí,Femenino,0,Sí,Sí,17,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,No,Mensual,No,Cheque electrónico,88.25,1460.65
0378-TOVMS,Sí,Femenino,0,No,No,3,Sí,No,Fiber optic,No,No,No,Sí,No,Sí,Mensual,No,Cheque electrónico,85.8,272.2
0378-XSZPU,Sí,Masculino,0,Sí,No,58,Sí,No,DSL,Sí,Sí,Sí,No,No,No,Anual,No,Tarjeta de crédito (automático),60.3,3563.8
0379-DJQHR,No,Masculino,0,Sí,Sí,67,Sí,No,DSL,Sí,Sí,Sí,No,Sí,Sí,Bienal,No,Tarjeta de crédito (automático),81.35,5398.6
0380-NEAVX,No,Masculino,1,No,No,34,Sí,No,Fiber optic,No,Sí,Sí,No,Sí,Sí,Anual,Yes,Cheque electrónico,99.85,3343.15
0380-ZCSBI,No,Masculino,0,No,No,10,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de crédito (automático),20.0,198.7
0383-CLDDA,No,Femenino,0,No,No,69,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,Sí,Bienal,Yes,Tarjeta de crédito (automático),85.35,5897.4
0384-LPITE,No,Masculino,0,No,No,40,No,Sin servicio de teléfono,DSL,Sí,Sí,Sí,No,Sí,Sí,Anual,No,Tarjeta de crédito (automático),62.05,2511.55
0384-RVBPI,No,Masculino,0,No,No,20,Sí,No,DSL,Sí,No,Sí,No,No,Sí,Mensual,No,Tarjeta de crédito (automático),64.4,1398.6
0386-CWRGM,No,Femenino,0,Sí,Sí,46,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Cheque enviado por correo,19.4,967.85
0388-EOPEX,Sí,Femenino,0,Sí,No,2,Sí,No,Fiber optic,Sí,No,No,No,No,No,Mensual,Yes,Cheque electrónico,74.4,139.4
0390-DCFDQ,Sí,Femenino,1,Sí,No,1,Sí,No,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque enviado por correo,70.45,70.45
0392-BZIUW,No,Femenino,0,Sí,No,72,Sí,Sí,Fiber optic,Sí,No,Sí,No,Sí,Sí,Bienal,Yes,Tarjeta de crédito (automático),105.0,7589.8
0394-YONDK,No,Masculino,0,Sí,Sí,70,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),25.15,1790.15
0396-HUJBP,No,Femenino,0,No,No,2,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,19.3,44.4
0396-UKGAI,No,Masculino,0,No,Sí,23,Sí,No,DSL,No,Sí,No,Sí,No,No,Mensual,Yes,Transferencia bancaria (automática),55.3,1284.2
0396-YCHWO,No,Masculino,0,Sí,No,36,Sí,Sí,Fiber optic,No,No,No,No,Sí,Sí,Mensual,Yes,Cheque electrónico,95.4,3474.2
0397-GZBBC,Sí,Masculino,1,Sí,No,59,Sí,Sí,Fiber optic,No,No,No,No,Sí,Sí,Mensual,Yes,Transferencia bancaria (automática),93.85,5574.75
0397-ZXWQF,No,Masculino,0,No,No,67,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Transferencia bancaria (automática),20.5,1430.95
0401-WDBXM,No,Masculino,0,Sí,Sí,72,Sí,Sí,Fiber optic,Sí,No,Sí,No,Sí,Sí,Bienal,Yes,Transferencia bancaria (automática),105.55,7542.25
0402-CQAJN,Sí,Femenino,0,No,No,37,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,Sí,Mensual,Yes,Transferencia bancaria (automática),101.9,3545.35
0402-OAMEN,No,Femenino,0,Sí,Sí,72,Sí,Sí,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Transferencia bancaria (automática),24.45,1709.1
0404-AHASP,No,Masculino,0,Sí,No,72,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Bienal,No,Tarjeta de crédito (automático),19.7,1421.9
0404-SWRVG,Sí,Masculino,0,No,No,3,Sí,Sí,Fiber optic,No,No,No,No,No,No,Mensual,Yes,Cheque electrónico,74.4,229.55
0406-BPDVR,Sí,Femenino,1,Sí,No,54,Sí,Sí,Fiber optic,No,Sí,No,No,Sí,Sí,Anual,Yes,Tarjeta de crédito (automático),101.5,5373.1
0407-BDJKB,Sí,Masculino,0,Sí,No,60,Sí,Sí,Fiber optic,No,Sí,Sí,No,Sí,No,Mensual,Yes,Cheque electrónico,95.75,5742.9
0409-WTMPL,No,Femenino,0,Sí,No,58,Sí,Sí,Fiber optic,Sí,Sí,Sí,No,Sí,Sí,Anual,Yes,Tarjeta de crédito (automático),110.65,6526.65
0410-IPFTY,No,Femenino,0,Sí,No,31,Sí,No,Fiber optic,No,Sí,No,No,No,Sí,Mensual,Yes,Transferencia bancaria (automática),83.85,2674.15
0411-EZJZE,No,Femenino,0,No,No,3,Sí,Sí,DSL,No,No,No,No,Sí,No,Mensual,Yes,Cheque electrónico,60.25,170.5
0412-UCCNP,No,Masculino,0,No,No,55,Sí,No,DSL,Sí,No,Sí,Sí,No,No,Bienal,Yes,Cheque electrónico,59.2,3175.85
0415-MOSGF,Sí,Femenino,0,No,No,1,Sí,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque enviado por correo,44.4,44.4
0419-YAAPX,No,Masculino,0,Sí,No,49,Sí,No,Fiber optic,No,Sí,No,No,Sí,No,Mensual,Yes,Tarjeta de crédito (automático),85.3,4297.95
0420-BWTPW,Sí,Masculino,0,No,Sí,8,No,Sin servicio de teléfono,DSL,No,No,No,No,No,No,Mensual,No,Cheque enviado por correo,25.5,215.2
0420-HLGXF,No,Femenino,1,No,No,39,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Mensual,Yes,Cheque electrónico,99.75,4036.0
0420-TXVSG,No,Masculino,0,Sí,No,66,Sí,Sí,DSL,Sí,Sí,Sí,No,No,No,Bienal,Yes,Tarjeta de crédito (automático),66.1,4428.45
0422-OHQHQ,No,Femenino,0,Sí,Sí,15,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque enviado por correo,20.55,295.95
0422-UXFAP,No,Femenino,0,Sí,No,51,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Anual,Yes,Cheque electrónico,98.85,4947.55
0423-UDIJQ,No,Masculino,1,No,No,9,Sí,No,DSL,No,No,No,Sí,No,No,Mensual,No,Cheque enviado por correo,49.2,447.9
0426-TIRNE,Sí,Femenino,0,No,No,1,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque enviado por correo,20.9,20.9
0428-AXXLJ,No,Masculino,0,No,No,25,Sí,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,Yes,Transferencia bancaria (automática),19.5,516.3
0428-IKYCP,No,Masculino,0,Sí,No,22,Sí,No,Fiber optic,No,No,Sí,No,Sí,No,Mensual,Yes,Transferencia bancaria (automática),87.0,1850.65
0430-IHCDJ,No,Masculino,0,No,No,15,Sí,Sí,DSL,No,No,No,No,No,No,Mensual,Yes,Cheque electrónico,49.0,749.25
0431-APWVY,Sí,Femenino,0,Sí,Sí,28,Sí,No,Fiber optic,No,No,No,No,Sí,Sí,Anual,Yes,Transferencia bancaria (automática),90.1,2598.95
0432-CAJZV,No,Masculino,0,No,No,3,Sí,No,Fiber optic,No,No,No,No,Sí,Sí,Mensual,No,Cheque enviado por correo,90.7,237.65
0434-CSFON,No,Femenino,0,Sí,No,47,Sí,Sí,Fiber optic,No,No,Sí,No,Sí,Sí,Mensual,Yes,Cheque electrónico,100.5,4707.1
0436-TWFFZ,No,Femenino,0,No,No,67,Sí,Sí,DSL,Sí,No,Sí,Sí,Sí,Sí,Bienal,Yes,Cheque enviado por correo,85.25,5714.2
0439-IFYUN,No,Femenino,1,No,No,18,Sí,No,Fiber optic,No,Sí,No,No,No,No,Mensual,Yes,Cheque electrónico,74.7,1294.6
